num,kmh_mph,mph_kmh,kmh_kms,kmh_mh,kmh_ms,kmh_fph,kmh_fps,kmh_nmph,kmh_nmps,kmh_yph,kmh_yps,kmh_mach,kmh_knots,mph_mps,mph_mh,mph_ms,mph_fph,mph_fps,mph_nmph,mph_nmps,mph_yph,mph_yps,mph_mach,mph_knots,kmh_mph1,kmh_mph2,kmh_mph3,kmh_mph4,kmh_mph5,kmh_mph6,kmh_mph7,kmh_mph8,kmh_mph9,mph_kmh1,mph_kmh2,mph_kmh3,mph_kmh4,mph_kmh5,mph_kmh6,mph_kmh7,mph_kmh8,mph_kmh9
2208,1371.987168,3553.431552,0.613333333,2208000,613.3333333,7244094.72,2012.248533,1192.224614,0.331173504,2414698.163,670.7494896,1.851292897,1192.224614,0.613333333,3553431.552,987.06432,11658240,3238.4,1918.699008,0.532971947,3886080,1079.466667,2.877024,1918.699008,1372.049305,1372.111442,1372.173579,1372.235716,1372.297854,1372.359991,1372.422128,1372.484265,1372.546402,3553.592486,3553.753421,3553.914355,3554.07529,3554.236224,3554.397158,3554.558093,3554.719027,3554.879962
2209,1372.608539,3555.040896,0.613611111,2209000,613.6111111,7247375.56,2013.159878,1192.764571,0.331323492,2415791.776,671.0532711,1.852131345,1192.764571,0.613611111,3555040.896,987.51136,11663520,3239.866667,1919.567984,0.533213329,3887840,1079.955556,2.878327,1919.567984,1372.670676,1372.732813,1372.79495,1372.857087,1372.919225,1372.981362,1373.043499,1373.105636,1373.167773,3555.20183,3555.362765,3555.523699,3555.684634,3555.845568,3556.006502,3556.167437,3556.328371,3556.489306
2210,1373.22991,3556.65024,0.613888889,2210000,613.8888889,7250656.4,2014.071222,1193.304528,0.33147348,2416885.389,671.3570526,1.852969793,1193.304528,0.613888889,3556650.24,987.9584,11668800,3241.333333,1920.43696,0.533454711,3889600,1080.444444,2.87963,1920.43696,1373.292047,1373.354184,1373.416321,1373.478458,1373.540596,1373.602733,1373.66487,1373.727007,1373.789144,3556.811174,3556.972109,3557.133043,3557.293978,3557.454912,3557.615846,3557.776781,3557.937715,3558.09865
2211,1373.851281,3558.259584,0.614166667,2211000,614.1666667,7253937.24,2014.982567,1193.844485,0.331623468,2417979.003,671.660834,1.853808241,1193.844485,0.614166667,3558259.584,988.40544,11674080,3242.8,1921.305936,0.533696093,3891360,1080.933333,2.880933,1921.305936,1373.913418,1373.975555,1374.037692,1374.099829,1374.161967,1374.224104,1374.286241,1374.348378,1374.410515,3558.420518,3558.581453,3558.742387,3558.903322,3559.064256,3559.22519,3559.386125,3559.547059,3559.707994
2212,1374.472652,3559.868928,0.614444444,2212000,614.4444444,7257218.08,2015.893911,1194.384442,0.331773456,2419072.616,671.9646155,1.854646688,1194.384442,0.614444444,3559868.928,988.85248,11679360,3244.266667,1922.174912,0.533937476,3893120,1081.422222,2.882236,1922.174912,1374.534789,1374.596926,1374.659063,1374.7212,1374.783338,1374.845475,1374.907612,1374.969749,1375.031886,3560.029862,3560.190797,3560.351731,3560.512666,3560.6736,3560.834534,3560.995469,3561.156403,3561.317338
2213,1375.094023,3561.478272,0.614722222,2213000,614.7222222,7260498.92,2016.805256,1194.924398,0.331923444,2420166.229,672.268397,1.855485136,1194.924398,0.614722222,3561478.272,989.29952,11684640,3245.733333,1923.043888,0.534178858,3894880,1081.911111,2.883539,1923.043888,1375.15616,1375.218297,1375.280434,1375.342571,1375.404709,1375.466846,1375.528983,1375.59112,1375.653257,3561.639206,3561.800141,3561.961075,3562.12201,3562.282944,3562.443878,3562.604813,3562.765747,3562.926682
2214,1375.715394,3563.087616,0.615,2214000,615,7263779.76,2017.7166,1195.464355,0.332073432,2421259.842,672.5721785,1.856323584,1195.464355,0.615,3563087.616,989.74656,11689920,3247.2,1923.912864,0.53442024,3896640,1082.4,2.884842,1923.912864,1375.777531,1375.839668,1375.901805,1375.963942,1376.02608,1376.088217,1376.150354,1376.212491,1376.274628,3563.24855,3563.409485,3563.570419,3563.731354,3563.892288,3564.053222,3564.214157,3564.375091,3564.536026
2215,1376.336765,3564.69696,0.615277778,2215000,615.2777778,7267060.6,2018.627944,1196.004312,0.33222342,2422353.456,672.8759599,1.857162032,1196.004312,0.615277778,3564696.96,990.1936,11695200,3248.666667,1924.78184,0.534661622,3898400,1082.888889,2.886145,1924.78184,1376.398902,1376.461039,1376.523176,1376.585313,1376.647451,1376.709588,1376.771725,1376.833862,1376.895999,3564.857894,3565.018829,3565.179763,3565.340698,3565.501632,3565.662566,3565.823501,3565.984435,3566.14537
2216,1376.958136,3566.306304,0.615555556,2216000,615.5555556,7270341.44,2019.539289,1196.544269,0.332373408,2423447.069,673.1797414,1.85800048,1196.544269,0.615555556,3566306.304,990.64064,11700480,3250.133333,1925.650816,0.534903004,3900160,1083.377778,2.887448,1925.650816,1377.020273,1377.08241,1377.144547,1377.206684,1377.268822,1377.330959,1377.393096,1377.455233,1377.51737,3566.467238,3566.628173,3566.789107,3566.950042,3567.110976,3567.27191,3567.432845,3567.593779,3567.754714
2217,1377.579507,3567.915648,0.615833333,2217000,615.8333333,7273622.28,2020.450633,1197.084226,0.332523396,2424540.682,673.4835229,1.858838928,1197.084226,0.615833333,3567915.648,991.08768,11705760,3251.6,1926.519792,0.535144387,3901920,1083.866667,2.888751,1926.519792,1377.641644,1377.703781,1377.765918,1377.828055,1377.890193,1377.95233,1378.014467,1378.076604,1378.138741,3568.076582,3568.237517,3568.398451,3568.559386,3568.72032,3568.881254,3569.042189,3569.203123,3569.364058
2218,1378.200878,3569.524992,0.616111111,2218000,616.1111111,7276903.12,2021.361978,1197.624182,0.332673384,2425634.296,673.7873043,1.859677376,1197.624182,0.616111111,3569524.992,991.53472,11711040,3253.066667,1927.388768,0.535385769,3903680,1084.355556,2.890054,1927.388768,1378.263015,1378.325152,1378.387289,1378.449426,1378.511564,1378.573701,1378.635838,1378.697975,1378.760112,3569.685926,3569.846861,3570.007795,3570.16873,3570.329664,3570.490598,3570.651533,3570.812467,3570.973402
2219,1378.822249,3571.134336,0.616388889,2219000,616.3888889,7280183.96,2022.273322,1198.164139,0.332823372,2426727.909,674.0910858,1.860515824,1198.164139,0.616388889,3571134.336,991.98176,11716320,3254.533333,1928.257744,0.535627151,3905440,1084.844444,2.891357,1928.257744,1378.884386,1378.946523,1379.00866,1379.070797,1379.132935,1379.195072,1379.257209,1379.319346,1379.381483,3571.29527,3571.456205,3571.617139,3571.778074,3571.939008,3572.099942,3572.260877,3572.421811,3572.582746
2220,1379.44362,3572.74368,0.616666667,2220000,616.6666667,7283464.8,2023.184667,1198.704096,0.33297336,2427821.522,674.3948673,1.861354271,1198.704096,0.616666667,3572743.68,992.4288,11721600,3256,1929.12672,0.535868533,3907200,1085.333333,2.89266,1929.12672,1379.505757,1379.567894,1379.630031,1379.692168,1379.754306,1379.816443,1379.87858,1379.940717,1380.002854,3572.904614,3573.065549,3573.226483,3573.387418,3573.548352,3573.709286,3573.870221,3574.031155,3574.19209
2221,1380.064991,3574.353024,0.616944444,2221000,616.9444444,7286745.64,2024.096011,1199.244053,0.333123348,2428915.136,674.6986488,1.862192719,1199.244053,0.616944444,3574353.024,992.87584,11726880,3257.466667,1929.995696,0.536109916,3908960,1085.822222,2.893963,1929.995696,1380.127128,1380.189265,1380.251402,1380.313539,1380.375677,1380.437814,1380.499951,1380.562088,1380.624225,3574.513958,3574.674893,3574.835827,3574.996762,3575.157696,3575.31863,3575.479565,3575.640499,3575.801434
2222,1380.686362,3575.962368,0.617222222,2222000,617.2222222,7290026.48,2025.007356,1199.78401,0.333273336,2430008.749,675.0024302,1.863031167,1199.78401,0.617222222,3575962.368,993.32288,11732160,3258.933333,1930.864672,0.536351298,3910720,1086.311111,2.895266,1930.864672,1380.748499,1380.810636,1380.872773,1380.93491,1380.997048,1381.059185,1381.121322,1381.183459,1381.245596,3576.123302,3576.284237,3576.445171,3576.606106,3576.76704,3576.927974,3577.088909,3577.249843,3577.410778
2223,1381.307733,3577.571712,0.6175,2223000,617.5,7293307.32,2025.9187,1200.323966,0.333423324,2431102.362,675.3062117,1.863869615,1200.323966,0.6175,3577571.712,993.76992,11737440,3260.4,1931.733648,0.53659268,3912480,1086.8,2.896569,1931.733648,1381.36987,1381.432007,1381.494144,1381.556281,1381.618419,1381.680556,1381.742693,1381.80483,1381.866967,3577.732646,3577.893581,3578.054515,3578.21545,3578.376384,3578.537318,3578.698253,3578.859187,3579.020122
2224,1381.929104,3579.181056,0.617777778,2224000,617.7777778,7296588.16,2026.830044,1200.863923,0.333573312,2432195.975,675.6099932,1.864708063,1200.863923,0.617777778,3579181.056,994.21696,11742720,3261.866667,1932.602624,0.536834062,3914240,1087.288889,2.897872,1932.602624,1381.991241,1382.053378,1382.115515,1382.177652,1382.23979,1382.301927,1382.364064,1382.426201,1382.488338,3579.34199,3579.502925,3579.663859,3579.824794,3579.985728,3580.146662,3580.307597,3580.468531,3580.629466
2225,1382.550475,3580.7904,0.618055556,2225000,618.0555556,7299869,2027.741389,1201.40388,0.3337233,2433289.589,675.9137746,1.865546511,1201.40388,0.618055556,3580790.4,994.664,11748000,3263.333333,1933.4716,0.537075444,3916000,1087.777778,2.899175,1933.4716,1382.612612,1382.674749,1382.736886,1382.799023,1382.861161,1382.923298,1382.985435,1383.047572,1383.109709,3580.951334,3581.112269,3581.273203,3581.434138,3581.595072,3581.756006,3581.916941,3582.077875,3582.23881
2226,1383.171846,3582.399744,0.618333333,2226000,618.3333333,7303149.84,2028.652733,1201.943837,0.333873288,2434383.202,676.2175561,1.866384959,1201.943837,0.618333333,3582399.744,995.11104,11753280,3264.8,1934.340576,0.537316827,3917760,1088.266667,2.900478,1934.340576,1383.233983,1383.29612,1383.358257,1383.420394,1383.482532,1383.544669,1383.606806,1383.668943,1383.73108,3582.560678,3582.721613,3582.882547,3583.043482,3583.204416,3583.36535,3583.526285,3583.687219,3583.848154
2227,1383.793217,3584.009088,0.618611111,2227000,618.6111111,7306430.68,2029.564078,1202.483794,0.334023276,2435476.815,676.5213376,1.867223406,1202.483794,0.618611111,3584009.088,995.55808,11758560,3266.266667,1935.209552,0.537558209,3919520,1088.755556,2.901781,1935.209552,1383.855354,1383.917491,1383.979628,1384.041765,1384.103903,1384.16604,1384.228177,1384.290314,1384.352451,3584.170022,3584.330957,3584.491891,3584.652826,3584.81376,3584.974694,3585.135629,3585.296563,3585.457498
2228,1384.414588,3585.618432,0.618888889,2228000,618.8888889,7309711.52,2030.475422,1203.02375,0.334173264,2436570.429,676.8251191,1.868061854,1203.02375,0.618888889,3585618.432,996.00512,11763840,3267.733333,1936.078528,0.537799591,3921280,1089.244444,2.903084,1936.078528,1384.476725,1384.538862,1384.600999,1384.663136,1384.725274,1384.787411,1384.849548,1384.911685,1384.973822,3585.779366,3585.940301,3586.101235,3586.26217,3586.423104,3586.584038,3586.744973,3586.905907,3587.066842
2229,1385.035959,3587.227776,0.619166667,2229000,619.1666667,7312992.36,2031.386767,1203.563707,0.334323252,2437664.042,677.1289005,1.868900302,1203.563707,0.619166667,3587227.776,996.45216,11769120,3269.2,1936.947504,0.538040973,3923040,1089.733333,2.904387,1936.947504,1385.098096,1385.160233,1385.22237,1385.284507,1385.346645,1385.408782,1385.470919,1385.533056,1385.595193,3587.38871,3587.549645,3587.710579,3587.871514,3588.032448,3588.193382,3588.354317,3588.515251,3588.676186
2230,1385.65733,3588.83712,0.619444444,2230000,619.4444444,7316273.2,2032.298111,1204.103664,0.33447324,2438757.655,677.432682,1.86973875,1204.103664,0.619444444,3588837.12,996.8992,11774400,3270.666667,1937.81648,0.538282356,3924800,1090.222222,2.90569,1937.81648,1385.719467,1385.781604,1385.843741,1385.905878,1385.968016,1386.030153,1386.09229,1386.154427,1386.216564,3588.998054,3589.158989,3589.319923,3589.480858,3589.641792,3589.802726,3589.963661,3590.124595,3590.28553
2231,1386.278701,3590.446464,0.619722222,2231000,619.7222222,7319554.04,2033.209456,1204.643621,0.334623228,2439851.269,677.7364635,1.870577198,1204.643621,0.619722222,3590446.464,997.34624,11779680,3272.133333,1938.685456,0.538523738,3926560,1090.711111,2.906993,1938.685456,1386.340838,1386.402975,1386.465112,1386.527249,1386.589387,1386.651524,1386.713661,1386.775798,1386.837935,3590.607398,3590.768333,3590.929267,3591.090202,3591.251136,3591.41207,3591.573005,3591.733939,3591.894874
2232,1386.900072,3592.055808,0.62,2232000,620,7322834.88,2034.1208,1205.183578,0.334773216,2440944.882,678.0402449,1.871415646,1205.183578,0.62,3592055.808,997.79328,11784960,3273.6,1939.554432,0.53876512,3928320,1091.2,2.908296,1939.554432,1386.962209,1387.024346,1387.086483,1387.14862,1387.210758,1387.272895,1387.335032,1387.397169,1387.459306,3592.216742,3592.377677,3592.538611,3592.699546,3592.86048,3593.021414,3593.182349,3593.343283,3593.504218
2233,1387.521443,3593.665152,0.620277778,2233000,620.2777778,7326115.72,2035.032144,1205.723534,0.334923204,2442038.495,678.3440264,1.872254094,1205.723534,0.620277778,3593665.152,998.24032,11790240,3275.066667,1940.423408,0.539006502,3930080,1091.688889,2.909599,1940.423408,1387.58358,1387.645717,1387.707854,1387.769991,1387.832129,1387.894266,1387.956403,1388.01854,1388.080677,3593.826086,3593.987021,3594.147955,3594.30889,3594.469824,3594.630758,3594.791693,3594.952627,3595.113562
2234,1388.142814,3595.274496,0.620555556,2234000,620.5555556,7329396.56,2035.943489,1206.263491,0.335073192,2443132.108,678.6478079,1.873092542,1206.263491,0.620555556,3595274.496,998.68736,11795520,3276.533333,1941.292384,0.539247884,3931840,1092.177778,2.910902,1941.292384,1388.204951,1388.267088,1388.329225,1388.391362,1388.4535,1388.515637,1388.577774,1388.639911,1388.702048,3595.43543,3595.596365,3595.757299,3595.918234,3596.079168,3596.240102,3596.401037,3596.561971,3596.722906
2235,1388.764185,3596.88384,0.620833333,2235000,620.8333333,7332677.4,2036.854833,1206.803448,0.33522318,2444225.722,678.9515894,1.873930989,1206.803448,0.620833333,3596883.84,999.1344,11800800,3278,1942.16136,0.539489267,3933600,1092.666667,2.912205,1942.16136,1388.826322,1388.888459,1388.950596,1389.012733,1389.074871,1389.137008,1389.199145,1389.261282,1389.323419,3597.044774,3597.205709,3597.366643,3597.527578,3597.688512,3597.849446,3598.010381,3598.171315,3598.33225
2236,1389.385556,3598.493184,0.621111111,2236000,621.1111111,7335958.24,2037.766178,1207.343405,0.335373168,2445319.335,679.2553708,1.874769437,1207.343405,0.621111111,3598493.184,999.58144,11806080,3279.466667,1943.030336,0.539730649,3935360,1093.155556,2.913508,1943.030336,1389.447693,1389.50983,1389.571967,1389.634104,1389.696242,1389.758379,1389.820516,1389.882653,1389.94479,3598.654118,3598.815053,3598.975987,3599.136922,3599.297856,3599.45879,3599.619725,3599.780659,3599.941594
2237,1390.006927,3600.102528,0.621388889,2237000,621.3888889,7339239.08,2038.677522,1207.883362,0.335523156,2446412.948,679.5591523,1.875607885,1207.883362,0.621388889,3600102.528,1000.02848,11811360,3280.933333,1943.899312,0.539972031,3937120,1093.644444,2.914811,1943.899312,1390.069064,1390.131201,1390.193338,1390.255475,1390.317613,1390.37975,1390.441887,1390.504024,1390.566161,3600.263462,3600.424397,3600.585331,3600.746266,3600.9072,3601.068134,3601.229069,3601.390003,3601.550938
2238,1390.628298,3601.711872,0.621666667,2238000,621.6666667,7342519.92,2039.588867,1208.423318,0.335673144,2447506.562,679.8629338,1.876446333,1208.423318,0.621666667,3601711.872,1000.47552,11816640,3282.4,1944.768288,0.540213413,3938880,1094.133333,2.916114,1944.768288,1390.690435,1390.752572,1390.814709,1390.876846,1390.938984,1391.001121,1391.063258,1391.125395,1391.187532,3601.872806,3602.033741,3602.194675,3602.35561,3602.516544,3602.677478,3602.838413,3602.999347,3603.160282
2239,1391.249669,3603.321216,0.621944444,2239000,621.9444444,7345800.76,2040.500211,1208.963275,0.335823132,2448600.175,680.1667152,1.877284781,1208.963275,0.621944444,3603321.216,1000.92256,11821920,3283.866667,1945.637264,0.540454796,3940640,1094.622222,2.917417,1945.637264,1391.311806,1391.373943,1391.43608,1391.498217,1391.560355,1391.622492,1391.684629,1391.746766,1391.808903,3603.48215,3603.643085,3603.804019,3603.964954,3604.125888,3604.286822,3604.447757,3604.608691,3604.769626
2240,1391.87104,3604.93056,0.622222222,2240000,622.2222222,7349081.6,2041.411556,1209.503232,0.33597312,2449693.788,680.4704967,1.878123229,1209.503232,0.622222222,3604930.56,1001.3696,11827200,3285.333333,1946.50624,0.540696178,3942400,1095.111111,2.91872,1946.50624,1391.933177,1391.995314,1392.057451,1392.119588,1392.181726,1392.243863,1392.306,1392.368137,1392.430274,3605.091494,3605.252429,3605.413363,3605.574298,3605.735232,3605.896166,3606.057101,3606.218035,3606.37897
2241,1392.492411,3606.539904,0.6225,2241000,622.5,7352362.44,2042.3229,1210.043189,0.336123108,2450787.401,680.7742782,1.878961677,1210.043189,0.6225,3606539.904,1001.81664,11832480,3286.8,1947.375216,0.54093756,3944160,1095.6,2.920023,1947.375216,1392.554548,1392.616685,1392.678822,1392.740959,1392.803097,1392.865234,1392.927371,1392.989508,1393.051645,3606.700838,3606.861773,3607.022707,3607.183642,3607.344576,3607.50551,3607.666445,3607.827379,3607.988314
2242,1393.113782,3608.149248,0.622777778,2242000,622.7777778,7355643.28,2043.234244,1210.583146,0.336273096,2451881.015,681.0780597,1.879800125,1210.583146,0.622777778,3608149.248,1002.26368,11837760,3288.266667,1948.244192,0.541178942,3945920,1096.088889,2.921326,1948.244192,1393.175919,1393.238056,1393.300193,1393.36233,1393.424468,1393.486605,1393.548742,1393.610879,1393.673016,3608.310182,3608.471117,3608.632051,3608.792986,3608.95392,3609.114854,3609.275789,3609.436723,3609.597658
2243,1393.735153,3609.758592,0.623055556,2243000,623.0555556,7358924.12,2044.145589,1211.123102,0.336423084,2452974.628,681.3818411,1.880638572,1211.123102,0.623055556,3609758.592,1002.71072,11843040,3289.733333,1949.113168,0.541420324,3947680,1096.577778,2.922629,1949.113168,1393.79729,1393.859427,1393.921564,1393.983701,1394.045839,1394.107976,1394.170113,1394.23225,1394.294387,3609.919526,3610.080461,3610.241395,3610.40233,3610.563264,3610.724198,3610.885133,3611.046067,3611.207002
2244,1394.356524,3611.367936,0.623333333,2244000,623.3333333,7362204.96,2045.056933,1211.663059,0.336573072,2454068.241,681.6856226,1.88147702,1211.663059,0.623333333,3611367.936,1003.15776,11848320,3291.2,1949.982144,0.541661707,3949440,1097.066667,2.923932,1949.982144,1394.418661,1394.480798,1394.542935,1394.605072,1394.66721,1394.729347,1394.791484,1394.853621,1394.915758,3611.52887,3611.689805,3611.850739,3612.011674,3612.172608,3612.333542,3612.494477,3612.655411,3612.816346
2245,1394.977895,3612.97728,0.623611111,2245000,623.6111111,7365485.8,2045.968278,1212.203016,0.33672306,2455161.855,681.9894041,1.882315468,1212.203016,0.623611111,3612977.28,1003.6048,11853600,3292.666667,1950.85112,0.541903089,3951200,1097.555556,2.925235,1950.85112,1395.040032,1395.102169,1395.164306,1395.226443,1395.288581,1395.350718,1395.412855,1395.474992,1395.537129,3613.138214,3613.299149,3613.460083,3613.621018,3613.781952,3613.942886,3614.103821,3614.264755,3614.42569
2246,1395.599266,3614.586624,0.623888889,2246000,623.8888889,7368766.64,2046.879622,1212.742973,0.336873048,2456255.468,682.2931856,1.883153916,1212.742973,0.623888889,3614586.624,1004.05184,11858880,3294.133333,1951.720096,0.542144471,3952960,1098.044444,2.926538,1951.720096,1395.661403,1395.72354,1395.785677,1395.847814,1395.909952,1395.972089,1396.034226,1396.096363,1396.1585,3614.747558,3614.908493,3615.069427,3615.230362,3615.391296,3615.55223,3615.713165,3615.874099,3616.035034
2247,1396.220637,3616.195968,0.624166667,2247000,624.1666667,7372047.48,2047.790967,1213.28293,0.337023036,2457349.081,682.596967,1.883992364,1213.28293,0.624166667,3616195.968,1004.49888,11864160,3295.6,1952.589072,0.542385853,3954720,1098.533333,2.927841,1952.589072,1396.282774,1396.344911,1396.407048,1396.469185,1396.531323,1396.59346,1396.655597,1396.717734,1396.779871,3616.356902,3616.517837,3616.678771,3616.839706,3617.00064,3617.161574,3617.322509,3617.483443,3617.644378
2248,1396.842008,3617.805312,0.624444444,2248000,624.4444444,7375328.32,2048.702311,1213.822886,0.337173024,2458442.695,682.9007485,1.884830812,1213.822886,0.624444444,3617805.312,1004.94592,11869440,3297.066667,1953.458048,0.542627236,3956480,1099.022222,2.929144,1953.458048,1396.904145,1396.966282,1397.028419,1397.090556,1397.152694,1397.214831,1397.276968,1397.339105,1397.401242,3617.966246,3618.127181,3618.288115,3618.44905,3618.609984,3618.770918,3618.931853,3619.092787,3619.253722
2249,1397.463379,3619.414656,0.624722222,2249000,624.7222222,7378609.16,2049.613656,1214.362843,0.337323012,2459536.308,683.20453,1.88566926,1214.362843,0.624722222,3619414.656,1005.39296,11874720,3298.533333,1954.327024,0.542868618,3958240,1099.511111,2.930447,1954.327024,1397.525516,1397.587653,1397.64979,1397.711927,1397.774065,1397.836202,1397.898339,1397.960476,1398.022613,3619.57559,3619.736525,3619.897459,3620.058394,3620.219328,3620.380262,3620.541197,3620.702131,3620.863066
2250,1398.08475,3621.024,0.625,2250000,625,7381890,2050.525,1214.9028,0.337473,2460629.921,683.5083114,1.886507708,1214.9028,0.625,3621024,1005.84,11880000,3300,1955.196,0.54311,3960000,1100,2.93175,1955.196,1398.146887,1398.209024,1398.271161,1398.333298,1398.395436,1398.457573,1398.51971,1398.581847,1398.643984,3621.184934,3621.345869,3621.506803,3621.667738,3621.828672,3621.989606,3622.150541,3622.311475,3622.47241
2251,1398.706121,3622.633344,0.625277778,2251000,625.2777778,7385170.84,2051.436344,1215.442757,0.337622988,2461723.534,683.8120929,1.887346155,1215.442757,0.625277778,3622633.344,1006.28704,11885280,3301.466667,1956.064976,0.543351382,3961760,1100.488889,2.933053,1956.064976,1398.768258,1398.830395,1398.892532,1398.954669,1399.016807,1399.078944,1399.141081,1399.203218,1399.265355,3622.794278,3622.955213,3623.116147,3623.277082,3623.438016,3623.59895,3623.759885,3623.920819,3624.081754
2252,1399.327492,3624.242688,0.625555556,2252000,625.5555556,7388451.68,2052.347689,1215.982714,0.337772976,2462817.148,684.1158744,1.888184603,1215.982714,0.625555556,3624242.688,1006.73408,11890560,3302.933333,1956.933952,0.543592764,3963520,1100.977778,2.934356,1956.933952,1399.389629,1399.451766,1399.513903,1399.57604,1399.638178,1399.700315,1399.762452,1399.824589,1399.886726,3624.403622,3624.564557,3624.725491,3624.886426,3625.04736,3625.208294,3625.369229,3625.530163,3625.691098
2253,1399.948863,3625.852032,0.625833333,2253000,625.8333333,7391732.52,2053.259033,1216.52267,0.337922964,2463910.761,684.4196559,1.889023051,1216.52267,0.625833333,3625852.032,1007.18112,11895840,3304.4,1957.802928,0.543834147,3965280,1101.466667,2.935659,1957.802928,1400.011,1400.073137,1400.135274,1400.197411,1400.259549,1400.321686,1400.383823,1400.44596,1400.508097,3626.012966,3626.173901,3626.334835,3626.49577,3626.656704,3626.817638,3626.978573,3627.139507,3627.300442
2254,1400.570234,3627.461376,0.626111111,2254000,626.1111111,7395013.36,2054.170378,1217.062627,0.338072952,2465004.374,684.7234373,1.889861499,1217.062627,0.626111111,3627461.376,1007.62816,11901120,3305.866667,1958.671904,0.544075529,3967040,1101.955556,2.936962,1958.671904,1400.632371,1400.694508,1400.756645,1400.818782,1400.88092,1400.943057,1401.005194,1401.067331,1401.129468,3627.62231,3627.783245,3627.944179,3628.105114,3628.266048,3628.426982,3628.587917,3628.748851,3628.909786
2255,1401.191605,3629.07072,0.626388889,2255000,626.3888889,7398294.2,2055.081722,1217.602584,0.33822294,2466097.988,685.0272188,1.890699947,1217.602584,0.626388889,3629070.72,1008.0752,11906400,3307.333333,1959.54088,0.544316911,3968800,1102.444444,2.938265,1959.54088,1401.253742,1401.315879,1401.378016,1401.440153,1401.502291,1401.564428,1401.626565,1401.688702,1401.750839,3629.231654,3629.392589,3629.553523,3629.714458,3629.875392,3630.036326,3630.197261,3630.358195,3630.51913
2256,1401.812976,3630.680064,0.626666667,2256000,626.6666667,7401575.04,2055.993067,1218.142541,0.338372928,2467191.601,685.3310003,1.891538395,1218.142541,0.626666667,3630680.064,1008.52224,11911680,3308.8,1960.409856,0.544558293,3970560,1102.933333,2.939568,1960.409856,1401.875113,1401.93725,1401.999387,1402.061524,1402.123662,1402.185799,1402.247936,1402.310073,1402.37221,3630.840998,3631.001933,3631.162867,3631.323802,3631.484736,3631.64567,3631.806605,3631.967539,3632.128474
2257,1402.434347,3632.289408,0.626944444,2257000,626.9444444,7404855.88,2056.904411,1218.682498,0.338522916,2468285.214,685.6347817,1.892376843,1218.682498,0.626944444,3632289.408,1008.96928,11916960,3310.266667,1961.278832,0.544799676,3972320,1103.422222,2.940871,1961.278832,1402.496484,1402.558621,1402.620758,1402.682895,1402.745033,1402.80717,1402.869307,1402.931444,1402.993581,3632.450342,3632.611277,3632.772211,3632.933146,3633.09408,3633.255014,3633.415949,3633.576883,3633.737818
2258,1403.055718,3633.898752,0.627222222,2258000,627.2222222,7408136.72,2057.815756,1219.222454,0.338672904,2469378.828,685.9385632,1.89321529,1219.222454,0.627222222,3633898.752,1009.41632,11922240,3311.733333,1962.147808,0.545041058,3974080,1103.911111,2.942174,1962.147808,1403.117855,1403.179992,1403.242129,1403.304266,1403.366404,1403.428541,1403.490678,1403.552815,1403.614952,3634.059686,3634.220621,3634.381555,3634.54249,3634.703424,3634.864358,3635.025293,3635.186227,3635.347162
2259,1403.677089,3635.508096,0.6275,2259000,627.5,7411417.56,2058.7271,1219.762411,0.338822892,2470472.441,686.2423447,1.894053738,1219.762411,0.6275,3635508.096,1009.86336,11927520,3313.2,1963.016784,0.54528244,3975840,1104.4,2.943477,1963.016784,1403.739226,1403.801363,1403.8635,1403.925637,1403.987775,1404.049912,1404.112049,1404.174186,1404.236323,3635.66903,3635.829965,3635.990899,3636.151834,3636.312768,3636.473702,3636.634637,3636.795571,3636.956506
2260,1404.29846,3637.11744,0.627777778,2260000,627.7777778,7414698.4,2059.638444,1220.302368,0.33897288,2471566.054,686.5461262,1.894892186,1220.302368,0.627777778,3637117.44,1010.3104,11932800,3314.666667,1963.88576,0.545523822,3977600,1104.888889,2.94478,1963.88576,1404.360597,1404.422734,1404.484871,1404.547008,1404.609146,1404.671283,1404.73342,1404.795557,1404.857694,3637.278374,3637.439309,3637.600243,3637.761178,3637.922112,3638.083046,3638.243981,3638.404915,3638.56585
2261,1404.919831,3638.726784,0.628055556,2261000,628.0555556,7417979.24,2060.549789,1220.842325,0.339122868,2472659.667,686.8499076,1.895730634,1220.842325,0.628055556,3638726.784,1010.75744,11938080,3316.133333,1964.754736,0.545765204,3979360,1105.377778,2.946083,1964.754736,1404.981968,1405.044105,1405.106242,1405.168379,1405.230517,1405.292654,1405.354791,1405.416928,1405.479065,3638.887718,3639.048653,3639.209587,3639.370522,3639.531456,3639.69239,3639.853325,3640.014259,3640.175194
2262,1405.541202,3640.336128,0.628333333,2262000,628.3333333,7421260.08,2061.461133,1221.382282,0.339272856,2473753.281,687.1536891,1.896569082,1221.382282,0.628333333,3640336.128,1011.20448,11943360,3317.6,1965.623712,0.546006587,3981120,1105.866667,2.947386,1965.623712,1405.603339,1405.665476,1405.727613,1405.78975,1405.851888,1405.914025,1405.976162,1406.038299,1406.100436,3640.497062,3640.657997,3640.818931,3640.979866,3641.1408,3641.301734,3641.462669,3641.623603,3641.784538
